X,Y,Z
-1367.54,10727.5,-727.462
-1402.53,10756.3,-722.485
-1438.19,10785.0,-717.205
-1474.53,10813.4,-711.613
-1511.55,10841.7,-705.705
-1549.25,10869.8,-699.474
-1587.64,10897.6,-692.913
-1626.70,10925.2,-686.016
-1666.45,10952.5,-678.777
-1706.89,10979.6,-671.189
-1748.01,11006.5,-663.248
-1789.81,11033.0,-654.946
-1832.29,11059.2,-646.277
-1875.46,11085.1,-637.236
-1919.30,11110.7,-627.816
-1963.83,11136.0,-618.012
-2009.03,11160.9,-607.818
-2054.91,11185.5,-597.229
-2101.46,11209.6,-586.238
-2148.69,11233.4,-574.840
-2196.57,11256.8,-563.031
-2245.13,11279.7,-550.804
-2294.34,11302.2,-538.154
-2344.21,11324.3,-525.077
-2394.74,11345.9,-511.567
-2445.91,11367.0,-497.621
-2497.72,11387.6,-483.232
-2550.17,11407.7,-468.398
-2603.25,11427.3,-453.113
-2656.96,11446.4,-437.374
-2711.28,11464.9,-421.177
-2766.22,11482.8,-404.517
-2821.76,11500.2,-387.392
-2877.90,11516.9,-369.799
-2934.63,11533.0,-351.733
-2991.94,11548.6,-333.193
-3049.82,11563.4,-314.175
-3108.26,11577.6,-294.678
-3167.26,11591.2,-274.699
-3226.80,11604.0,-254.237
-3286.87,11616.2,-233.289
-3347.47,11627.6,-211.854
-3408.57,11638.3,-189.932
-3470.18,11648.3,-167.521
-3532.28,11657.5,-144.622
-3594.85,11665.9,-121.233
-3657.88,11673.6,-97.3560
-3721.36,11680.4,-72.9902
-3785.28,11686.4,-48.1369
-3849.62,11691.6,-22.7972
-3914.37,11696.0,3.02751
-3979.52,11699.4,29.3353
-4045.04,11702.1,56.1240
-4110.92,11703.8,83.3910
-4177.16,11704.6,111.133
-4243.72,11704.6,139.348
-4310.60,11703.6,168.031
-4377.78,11701.6,197.178
-4445.23,11698.8,226.786
-4512.95,11695.0,256.848
-4580.92,11690.2,287.360
-4649.11,11684.4,318.316
-4717.51,11677.6,349.710
-4786.10,11669.9,381.536
-4854.85,11661.1,413.787
-4923.76,11651.4,446.454
-4992.80,11640.6,479.532
-5061.96,11628.7,513.011
-5131.20,11615.9,546.883
-5200.51,11601.9,581.139
-5269.87,11587.0,615.770
-5339.26,11570.9,650.765
-5408.65,11553.8,686.116
-5478.04,11535.7,721.810
-5547.38,11516.4,757.837
-5616.67,11496.1,794.187
-5685.87,11474.7,830.846
-5754.98,11452.2,867.802
-5823.96,11428.6,905.044
-5892.80,11404.0,942.559
-5961.46,11378.2,980.332
-6029.94,11351.4,1018.35
-6098.20,11323.5,1056.60
-6166.23,11294.4,1095.07
-6234.00,11264.3,1133.74
-6301.48,11233.1,1172.60
-6368.67,11200.9,1211.63
-6435.53,11167.5,1250.82
-6502.04,11133.1,1290.14
-6568.19,11097.6,1329.60
-6633.94,11061.0,1369.16
-6699.28,11023.4,1408.82
-6764.18,10984.7,1448.55
-6828.63,10945.0,1488.34
-6892.61,10904.3,1528.18
-6956.08,10862.6,1568.04
-7019.03,10819.8,1607.90
-7081.45,10776.0,1647.76
-7143.31,10731.3,1687.59
-7204.59,10685.5,1727.38
-7265.27,10638.8,1767.11
-7325.33,10591.2,1806.76
-7384.75,10542.6,1846.31
-7443.53,10493.0,1885.75
-7501.62,10442.6,1925.06
-7559.03,10391.3,1964.21
-7615.74,10339.1,2003.21
-7671.72,10286.1,2042.02
-7726.96,10232.2,2080.63
-7781.44,10177.5,2119.02
-7835.16,10121.9,2157.18
-7888.09,10065.6,2195.10
-7940.23,10008.6,2232.74
-7991.55,9950.76,2270.11
-8042.05,9892.23,2307.18
-8091.71,9832.99,2343.93
-8140.52,9773.08,2380.36
-8188.48,9712.50,2416.44
-8235.56,9651.28,2452.17
-8281.77,9589.46,2487.53
-8327.08,9527.03,2522.50
-8371.50,9464.04,2557.07
-8415.01,9400.51,2591.23
-8457.61,9336.45,2624.97
-8499.28,9271.90,2658.27
-8540.03,9206.87,2691.12
-8579.85,9141.38,2723.51
-8618.73,9075.48,2755.43
-8656.66,9009.17,2786.88
-8693.65,8942.48,2817.83
-8729.69,8875.44,2848.28
-8764.78,8808.07,2878.22
-8798.91,8740.40,2907.64
-8832.09,8672.44,2936.54
-8864.31,8604.23,2964.90
-8895.57,8535.79,2992.72
-8925.87,8467.14,3019.99
-8955.22,8398.31,3046.71
-8983.60,8329.31,3072.87
-9011.03,8260.18,3098.47
-9037.51,8190.94,3123.49
-9063.04,8121.61,3147.95
-9087.62,8052.22,3171.82
-9111.26,7982.78,3195.11
-9133.96,7913.32,3217.82
-9155.72,7843.87,3239.94
-9176.55,7774.43,3261.48
-9196.45,7705.05,3282.42
-9215.43,7635.73,3302.77
-9233.50,7566.51,3322.53
-9250.66,7497.39,3341.70
-9266.92,7428.40,3360.28
-9282.28,7359.57,3378.26
-9296.76,7290.90,3395.66
-9310.36,7222.43,3412.47
-9323.08,7154.17,3428.69
-9334.95,7086.13,3444.32
-9345.95,7018.35,3459.38
-9356.12,6950.82,3473.85
-9365.45,6883.58,3487.75
-9373.94,6816.64,3501.07
-9381.63,6750.02,3513.83
-9388.50,6683.73,3526.02
-9394.58,6617.79,3537.65
-9399.87,6552.21,3548.72
-9404.38,6487.01,3559.25
-9408.12,6422.21,3569.23
-9411.11,6357.81,3578.67
-9413.36,6293.84,3587.57
-9414.87,6230.30,3595.95
-9415.65,6167.21,3603.80
-9415.73,6104.58,3611.14
-9415.10,6042.42,3617.97
-9413.78,5980.75,3624.30
-9411.79,5919.57,3630.14
-9409.13,5858.90,3635.48
-9405.81,5798.75,3640.35
-9401.86,5739.12,3644.74
-9397.27,5680.03,3648.67
-9392.06,5621.48,3652.14
-9386.24,5563.49,3655.16
-9379.83,5506.06,3657.74
-9372.83,5449.20,3659.88
-9365.26,5392.91,3661.60
-9357.13,5337.21,3662.90
-9348.45,5282.11,3663.80
-9339.23,5227.60,3664.29
-9329.49,5173.69,3664.39
-9319.23,5120.39,3664.10
-9308.47,5067.71,3663.44
-9297.23,5015.64,3662.42
-9285.50,4964.20,3661.03
-9273.30,4913.39,3659.30
-9260.65,4863.20,3657.23
-9247.55,4813.65,3654.82
-9234.02,4764.74,3652.09
-9220.07,4716.47,3649.04
-9205.71,4668.84,3645.69
-9190.94,4621.86,3642.04
-9175.79,4575.52,3638.10
-9160.26,4529.83,3633.88
-9144.36,4484.80,3629.39
-9128.11,4440.41,3624.64
-9111.51,4396.67,3619.62
-9094.57,4353.58,3614.37
-9077.31,4311.15,3608.87
-9059.74,4269.37,3603.14
-9041.86,4228.24,3597.19
-9023.68,4187.75,3591.03
-9005.22,4147.92,3584.65
-8986.49,4108.74,3578.08
-8967.49,4070.20,3571.32
-8948.23,4032.31,3564.38
-8928.73,3995.06,3557.26
-8908.99,3958.46,3549.98
-8889.02,3922.49,3542.53
-8868.83,3887.16,3534.94
-8848.44,3852.47,3527.19
-8827.84,3818.41,3519.31
-8807.05,3784.97,3511.30
-8786.07,3752.16,3503.16
-8764.92,3719.98,3494.91
-8743.60,3688.41,3486.55
-8722.12,3657.46,3478.08
-8700.50,3627.13,3469.52
-8678.72,3597.40,3460.87
-8656.81,3568.27,3452.14
-8634.77,3539.74,3443.32
-8612.62,3511.82,3434.44
-8590.34,3484.48,3425.49
-8567.96,3457.73,3416.48
-8545.48,3431.56,3407.42
-8522.91,3405.97,3398.31
-8500.25,3380.96,3389.16
-8477.51,3356.51,3379.97
-8454.70,3332.63,3370.76
-8431.82,3309.30,3361.51
-8408.89,3286.53,3352.25
-8385.89,3264.31,3342.97
-8362.85,3242.63,3333.68
-8339.77,3221.49,3324.39
-8316.64,3200.88,3315.10
-8293.49,3180.80,3305.80
-8270.31,3161.25,3296.52
-8247.11,3142.21,3287.25
-8223.89,3123.68,3278.00
-8200.66,3105.65,3268.77
-8177.43,3088.13,3259.57
-8154.20,3071.11,3250.40
-8130.97,3054.57,3241.26
-8107.75,3038.51,3232.15
-8084.54,3022.94,3223.09
-8061.34,3007.84,3214.08
-8038.17,2993.20,3205.11
-8015.03,2979.02,3196.19
-7991.91,2965.30,3187.33
-7968.83,2952.04,3178.53
-7945.78,2939.21,3169.79
-7922.78,2926.82,3161.12
-7899.82,2914.87,3152.51
-7876.91,2903.35,3143.98
-7854.05,2892.24,3135.51
-7831.24,2881.56,3127.13
-7808.49,2871.28,3118.82
-7785.80,2861.41,3110.60
-7763.18,2851.94,3102.45
-7740.62,2842.86,3094.40
-7718.14,2834.17,3086.44
-7695.72,2825.86,3078.56
-7673.38,2817.93,3070.78
-7651.12,2810.38,3063.09
-7628.94,2803.19,3055.51
-7606.84,2796.36,3048.02
-7584.82,2789.88,3040.63
-7562.90,2783.76,3033.35
-7541.06,2777.99,3026.17
-7519.31,2772.55,3019.10
-7497.66,2767.45,3012.14
-7476.10,2762.68,3005.28
-7454.64,2758.23,2998.54
-7433.28,2754.10,2991.92
-7412.02,2750.29,2985.40
-7390.86,2746.79,2979.01
-7369.80,2743.59,2972.73
-7348.85,2740.69,2966.57
-7328.01,2738.09,2960.52
-7307.28,2735.77,2954.61
-7286.66,2733.74,2948.81
-7266.15,2732.00,2943.13
-7245.75,2730.52,2937.58
-7225.46,2729.32,2932.16
-7205.29,2728.39,2926.86
-7185.24,2727.71,2921.69
-7165.30,2727.30,2916.65
-7145.48,2727.13,2911.74
-7125.78,2727.22,2906.95
-7106.20,2727.54,2902.30
-7086.74,2728.11,2897.78
-7067.41,2728.91,2893.39
-7048.19,2729.95,2889.13
-7029.10,2731.21,2885.01
-7010.14,2732.69,2881.02
-6991.29,2734.39,2877.17
-6972.58,2736.31,2873.45
-6953.99,2738.44,2869.87
-6935.52,2740.77,2866.42
-6917.19,2743.30,2863.11
-6898.98,2746.03,2859.94
-6880.90,2748.96,2856.91
-6862.95,2752.08,2854.01
-6845.12,2755.38,2851.25
-6827.43,2758.87,2848.63
-6809.87,2762.54,2846.15
-6792.43,2766.38,2843.81
-6775.13,2770.39,2841.61
-6757.96,2774.57,2839.55
-6740.92,2778.92,2837.63
-6724.01,2783.43,2835.85
-6707.23,2788.09,2834.22
-6690.58,2792.91,2832.72
-6674.07,2797.88,2831.37
-6657.69,2803.00,2830.15
-6641.44,2808.26,2829.08
-6625.32,2813.67,2828.15
-6609.33,2819.21,2827.37
-6593.48,2824.88,2826.72
-6577.76,2830.69,2826.22
-6562.17,2836.62,2825.86
-6546.72,2842.68,2825.64
-6531.40,2848.86,2825.57
-6516.21,2855.15,2825.64
-6501.15,2861.57,2825.85
-6486.23,2868.09,2826.21
-6471.44,2874.73,2826.71
-6456.78,2881.47,2827.35
-6442.26,2888.31,2828.14
-6427.87,2895.26,2829.07
-6413.61,2902.30,2830.15
-6399.48,2909.43,2831.36
-6385.49,2916.66,2832.72
-6371.63,2923.98,2834.23
-6357.90,2931.38,2835.88
-6344.30,2938.87,2837.67
-6330.84,2946.44,2839.61
-6317.51,2954.08,2841.69
-6304.31,2961.80,2843.91
-6291.24,2969.59,2846.28
-6278.30,2977.45,2848.79
-6265.50,2985.38,2851.45
-6252.82,2993.37,2854.25
-6240.28,3001.43,2857.19
-6227.87,3009.54,2860.28
-6215.60,3017.71,2863.51
-6203.45,3025.93,2866.88
-6191.43,3034.21,2870.40
-6179.55,3042.53,2874.06
-6167.79,3050.90,2877.87
-6156.17,3059.31,2881.81
-6144.67,3067.77,2885.91
-6133.31,3076.26,2890.14
-6122.08,3084.79,2894.52
-6110.97,3093.35,2899.04
-6100.00,3101.94,2903.70
-6089.16,3110.56,2908.51
-6078.44,3119.21,2913.46
-6067.86,3127.88,2918.55
-6057.40,3136.58,2923.79
-6047.07,3145.29,2929.17
-6036.88,3154.01,2934.68
-6026.81,3162.75,2940.35
-6016.87,3171.51,2946.15
-6007.06,3180.27,2952.10
-5997.37,3189.04,2958.18
-5987.82,3197.81,2964.41
-5978.39,3206.58,2970.78
-5969.09,3215.36,2977.29
-5959.92,3224.13,2983.94
-5950.88,3232.89,2990.73
-5941.96,3241.65,2997.67
-5933.18,3250.40,3004.74
-5924.52,3259.13,3011.95
-5915.98,3267.85,3019.30
-5907.58,3276.55,3026.79
-5899.30,3285.23,3034.42
-5891.15,3293.89,3042.19
-5883.13,3302.53,3050.09
-5875.23,3311.14,3058.14
-5867.46,3319.72,3066.32
-5859.81,3328.27,3074.64
-5852.30,3336.78,3083.09
-5844.91,3345.26,3091.68
-5837.64,3353.70,3100.41
-5830.50,3362.10,3109.27
-5823.49,3370.45,3118.27
-5816.61,3378.76,3127.40
-5809.85,3387.02,3136.67
-5803.21,3395.23,3146.06
-5796.70,3403.39,3155.59
-5790.32,3411.49,3165.26
-5784.07,3419.53,3175.05
-5777.94,3427.52,3184.98
-5771.93,3435.44,3195.03
-5766.06,3443.30,3205.22
-5760.30,3451.09,3215.53
-5754.68,3458.81,3225.98
-5749.18,3466.45,3236.54
-5743.80,3474.03,3247.24
-5738.55,3481.52,3258.06
-5733.43,3488.94,3269.01
-5728.43,3496.28,3280.08
-5723.56,3503.53,3291.27
-5718.81,3510.69,3302.59
-5714.19,3517.77,3314.03
-5709.69,3524.76,3325.58
-5705.32,3531.65,3337.26
-5701.08,3538.45,3349.06
-5696.96,3545.15,3360.97
-5692.96,3551.75,3373.00
-5689.10,3558.24,3385.14
-5685.35,3564.63,3397.39
-5681.74,3570.92,3409.76
-5678.24,3577.09,3422.24
-5674.88,3583.15,3434.83
-5671.64,3589.10,3447.53
-5668.52,3594.93,3460.34
-5665.53,3600.64,3473.25
-5662.67,3606.23,3486.26
-5659.93,3611.70,3499.38
-5657.31,3617.04,3512.60
-5654.83,3622.25,3525.92
-5652.46,3627.33,3539.33
-5650.23,3632.28,3552.85
-5648.12,3637.09,3566.46
-5646.13,3641.77,3580.16
-5644.27,3646.30,3593.95
-5642.53,3650.70,3607.83
-5640.93,3654.95,3621.80
-5639.44,3659.05,3635.85
-5638.08,3663.01,3649.99
-5636.85,3666.82,3664.21
-5635.74,3670.47,3678.51
-5634.76,3673.97,3692.89
-5633.90,3677.31,3707.34
-5633.17,3680.49,3721.87
-5632.56,3683.52,3736.47
-5632.08,3686.38,3751.13
-5631.72,3689.07,3765.87
-5631.49,3691.60,3780.67
-5631.38,3693.96,3795.52
-5631.40,3696.15,3810.44
-5631.54,3698.16,3825.42
-5631.81,3700.00,3840.45
-5632.20,3701.67,3855.53
-5632.71,3703.16,3870.66
-5633.35,3704.46,3885.84
-5634.12,3705.59,3901.06
-5635.00,3706.53,3916.33
-5636.01,3707.29,3931.63
-5637.15,3707.86,3946.97
-5638.40,3708.24,3962.34
-5639.78,3708.44,3977.74
-5641.29,3708.44,3993.17
-5642.91,3708.25,4008.62
-5644.66,3707.86,4024.09
-5646.53,3707.28,4039.58
-5648.52,3706.50,4055.09
-5650.64,3705.53,4070.61
-5652.87,3704.35,4086.13
-5655.23,3702.98,4101.66
-5657.71,3701.40,4117.20
-5660.30,3699.62,4132.73
-5663.02,3697.63,4148.25
-5665.86,3695.44,4163.77
-5668.81,3693.04,4179.28
-5671.89,3690.44,4194.77
-5675.08,3687.63,4210.25
-5678.39,3684.61,4225.70
-5681.82,3681.38,4241.13
-5685.36,3677.94,4256.53
-5689.02,3674.29,4271.89
-5692.80,3670.43,4287.22
-5696.69,3666.36,4302.51
-5700.70,3662.07,4317.76
-5704.82,3657.57,4332.96
-5709.05,3652.86,4348.11
-5713.40,3647.93,4363.20
-5717.86,3642.80,4378.24
-5722.43,3637.44,4393.21
-5727.11,3631.88,4408.12
-5731.90,3626.10,4422.96
-5736.80,3620.10,4437.73
-5741.81,3613.90,4452.41
-5746.92,3607.48,4467.02
-5752.15,3600.84,4481.54
-5757.48,3594.00,4495.98
-5762.91,3586.94,4510.31
-5768.45,3579.67,4524.56
-5774.09,3572.18,4538.70
-5779.84,3564.49,4552.74
-5785.68,3556.59,4566.67
-5791.63,3548.47,4580.49
-5797.68,3540.15,4594.19
-5803.82,3531.62,4607.77
-5810.06,3522.89,4621.22
-5816.40,3513.94,4634.55
-5822.83,3504.80,4647.75
-5829.36,3495.45,4660.81
-5835.98,3485.89,4673.73
-5842.69,3476.14,4686.51
-5849.49,3466.19,4699.15
-5856.38,3456.04,4711.63
-5863.36,3445.69,4723.95
-5870.43,3435.15,4736.12
-5877.58,3424.41,4748.13
-5884.81,3413.49,4759.97
-5892.13,3402.37,4771.63
-5899.53,3391.07,4783.13
-5907.00,3379.58,4794.45
-5914.56,3367.91,4805.59
-5922.19,3356.05,4816.54
-5929.90,3344.02,4827.31
-5937.68,3331.81,4837.89
-5945.53,3319.43,4848.27
-5953.45,3306.87,4858.45
-5961.45,3294.14,4868.43
-5969.51,3281.25,4878.21
-5977.63,3268.19,4887.77
-5985.82,3254.97,4897.13
-5994.07,3241.59,4906.27
-6002.39,3228.06,4915.20
-6010.76,3214.37,4923.90
-6019.19,3200.53,4932.38
-6027.67,3186.55,4940.63
-6036.21,3172.42,4948.65
-6044.80,3158.15,4956.44
-6053.43,3143.74,4964.00
-6062.12,3129.19,4971.31
-6070.86,3114.52,4978.39
-6079.63,3099.72,4985.22
-6088.45,3084.79,4991.80
-6097.31,3069.74,4998.14
-6106.21,3054.57,5004.22
-6115.15,3039.29,5010.05
-6124.12,3023.90,5015.63
-6133.12,3008.41,5020.94
-6142.15,2992.81,5026.00
-6151.21,2977.11,5030.80
-6160.30,2961.32,5035.33
-6169.41,2945.43,5039.59
-6178.55,2929.46,5043.59
-6187.70,2913.40,5047.32
-6196.88,2897.27,5050.77
-6206.07,2881.06,5053.95
-6215.27,2864.77,5056.86
-6224.49,2848.42,5059.49
-6233.71,2832.01,5061.85
-6242.95,2815.54,5063.93
-6252.19,2799.01,5065.72
-6261.43,2782.44,5067.24
-6270.67,2765.82,5068.47
-6279.92,2749.15,5069.43
-6289.16,2732.45,5070.09
-6298.40,2715.71,5070.48
-6307.63,2698.95,5070.58
-6316.85,2682.16,5070.39
-6326.05,2665.35,5069.92
-6335.25,2648.53,5069.17
-6344.43,2631.69,5068.12
-6353.59,2614.85,5066.79
-6362.74,2598.00,5065.18
-6371.86,2581.16,5063.27
-6380.95,2564.32,5061.09
-6390.03,2547.49,5058.61
-6399.07,2530.68,5055.85
-6408.08,2513.89,5052.80
-6417.06,2497.12,5049.47
-6426.01,2480.38,5045.85
-6434.92,2463.67,5041.96
-6443.79,2447.00,5037.77
-6452.63,2430.37,5033.31
-6461.42,2413.79,5028.56
-6470.16,2397.26,5023.53
-6478.86,2380.78,5018.23
-6487.51,2364.37,5012.65
-6496.12,2348.01,5006.79
-6504.67,2331.73,5000.65
-6513.16,2315.51,4994.24
-6521.60,2299.37,4987.56
-6529.99,2283.32,4980.61
-6538.31,2267.34,4973.39
-6546.57,2251.46,4965.91
-6554.78,2235.67,4958.15
-6562.91,2219.98,4950.14
-6570.98,2204.38,4941.86
-6578.99,2188.90,4933.33
-6586.92,2173.52,4924.54
-6594.78,2158.26,4915.50
-6602.57,2143.11,4906.20
-6610.29,2128.08,4896.65
-6617.93,2113.18,4886.86
-6625.49,2098.41,4876.82
-6632.97,2083.77,4866.55
-6640.38,2069.26,4856.03
-6647.70,2054.90,4845.28
-6654.94,2040.68,4834.29
-6662.10,2026.60,4823.08
-6669.17,2012.68,4811.64
-6676.16,1998.91,4799.97
-6683.06,1985.29,4788.08
-6689.87,1971.84,4775.98
-6696.58,1958.55,4763.66
-6703.21,1945.43,4751.13
-6709.75,1932.47,4738.40
-6716.19,1919.69,4725.46
-6722.54,1907.09,4712.31
-6728.80,1894.67,4698.98
-6734.96,1882.42,4685.45
-6741.02,1870.37,4671.72
-6746.99,1858.50,4657.82
-6752.86,1846.81,4643.73
-6758.63,1835.33,4629.46
-6764.30,1824.04,4615.02
-6769.87,1812.94,4600.41
-6775.34,1802.05,4585.63
-6780.71,1791.36,4570.68
-6785.98,1780.87,4555.58
-6791.15,1770.59,4540.33
-6796.21,1760.52,4524.92
-6801.18,1750.66,4509.36
-6806.04,1741.02,4493.66
-6810.80,1731.58,4477.83
-6815.45,1722.37,4461.85
-6820.01,1713.38,4445.75
-6824.46,1704.60,4429.52
-6828.80,1696.05,4413.17
-6833.05,1687.72,4396.70
-6837.19,1679.62,4380.12
-6841.23,1671.74,4363.42
-6845.16,1664.10,4346.62
-6849.00,1656.68,4329.72
-6852.73,1649.49,4312.72
-6856.36,1642.53,4295.63
-6859.88,1635.81,4278.44
-6863.31,1629.31,4261.18
-6866.64,1623.06,4243.83
-6869.87,1617.04,4226.40
-6872.99,1611.25,4208.91
-6876.02,1605.70,4191.34
-6878.95,1600.39,4173.71
-6881.78,1595.32,4156.02
-6884.52,1590.48,4138.28
-6887.16,1585.89,4120.48
-6889.70,1581.53,4102.63
-6892.16,1577.42,4084.74
-6894.51,1573.54,4066.81
-6896.78,1569.90,4048.84
-6898.95,1566.50,4030.85
-6901.03,1563.35,4012.82
-6903.03,1560.43,3994.77
-6904.93,1557.75,3976.70
-6906.75,1555.31,3958.61
-6908.48,1553.11,3940.51
-6910.13,1551.15,3922.40
-6911.69,1549.43,3904.28
-6913.18,1547.95,3886.17
-6914.58,1546.71,3868.05
-6915.90,1545.70,3849.94
-6917.14,1544.93,3831.84
-6918.31,1544.40,3813.75
-6919.40,1544.10,3795.68
-6920.42,1544.03,3777.63
-6921.37,1544.21,3759.60
-6922.25,1544.61,3741.60
-6923.06,1545.25,3723.62
-6923.80,1546.11,3705.68
-6924.48,1547.21,3687.77
-6925.09,1548.54,3669.91
-6925.64,1550.09,3652.08
-6926.13,1551.88,3634.30
-6926.56,1553.89,3616.57
-6926.94,1556.12,3598.89
-6927.26,1558.58,3581.26
-6927.53,1561.26,3563.68
-6927.75,1564.16,3546.17
-6927.92,1567.28,3528.72
-6928.04,1570.62,3511.33
-6928.12,1574.18,3494.01
-6928.15,1577.95,3476.76
-6928.15,1581.93,3459.58
-6928.10,1586.13,3442.48
-6928.02,1590.54,3425.45
-6927.90,1595.16,3408.50
-6927.75,1599.99,3391.63
-6927.57,1605.02,3374.85
-6927.36,1610.26,3358.15
-6927.13,1615.70,3341.53
-6926.87,1621.34,3325.01
-6926.59,1627.18,3308.57
-6926.29,1633.22,3292.23
-6925.97,1639.46,3275.99
-6925.63,1645.89,3259.84
-6925.28,1652.51,3243.79
-6924.93,1659.32,3227.84
-6924.56,1666.32,3211.98
-6924.19,1673.51,3196.24
-6923.81,1680.88,3180.59
-6923.43,1688.44,3165.05
-6923.05,1696.18,3149.62
-6922.67,1704.10,3134.30
-6922.30,1712.20,3119.08
-6921.93,1720.47,3103.98
-6921.58,1728.92,3088.98
-6921.23,1737.53,3074.10
-6920.90,1746.32,3059.33
-6920.59,1755.28,3044.68
-6920.30,1764.40,3030.14
-6920.02,1773.69,3015.71
-6919.77,1783.14,3001.41
-6919.55,1792.75,2987.22
-6919.35,1802.52,2973.15
-6919.19,1812.45,2959.19
-6919.06,1822.53,2945.36
-6918.96,1832.76,2931.64
-6918.90,1843.15,2918.05
-6918.88,1853.68,2904.57
-6918.90,1864.36,2891.22
-6918.97,1875.19,2877.98
-6919.08,1886.16,2864.87
-6919.25,1897.27,2851.88
-6919.46,1908.52,2839.01
-6919.73,1919.91,2826.26
-6920.06,1931.43,2813.63
-6920.44,1943.09,2801.12
-6920.89,1954.87,2788.74
-6921.40,1966.79,2776.47
-6921.97,1978.84,2764.33
-6922.61,1991.01,2752.31
-6923.33,2003.31,2740.41
-6924.12,2015.73,2728.63
-6924.98,2028.27,2716.97
-6925.92,2040.92,2705.43
-6926.94,2053.70,2694.01
-6928.04,2066.59,2682.71
-6929.23,2079.59,2671.52
-6930.51,2092.70,2660.46
-6931.87,2105.93,2649.51
-6933.33,2119.26,2638.68
-6934.88,2132.69,2627.97
-6936.53,2146.23,2617.37
-6938.28,2159.87,2606.89
-6940.13,2173.62,2596.52
-6942.09,2187.46,2586.27
-6944.15,2201.40,2576.13
-6946.32,2215.43,2566.10
-6948.60,2229.55,2556.19
-6950.99,2243.77,2546.38
-6953.50,2258.07,2536.68
-6956.13,2272.47,2527.10
-6958.88,2286.95,2517.62
-6961.75,2301.51,2508.25
-6964.75,2316.16,2498.98
-6967.88,2330.88,2489.82
-6971.14,2345.69,2480.76
-6974.53,2360.57,2471.81
-6978.05,2375.53,2462.95
-6981.72,2390.56,2454.20
-6985.52,2405.66,2445.55
-6989.47,2420.84,2436.99
-6993.56,2436.08,2428.54
-6997.80,2451.38,2420.17
-7002.19,2466.76,2411.91
-7006.74,2482.19,2403.73
-7011.44,2497.69,2395.65
-7016.29,2513.24,2387.66
-7021.31,2528.85,2379.76
-7026.49,2544.52,2371.94
-7031.83,2560.24,2364.22
-7037.35,2576.01,2356.57
-7043.03,2591.84,2349.02
-7048.89,2607.71,2341.54
-7054.92,2623.62,2334.14
-7061.13,2639.58,2326.83
-7067.52,2655.59,2319.59
-7074.10,2671.63,2312.43
-7080.86,2687.71,2305.34
-7087.81,2703.83,2298.32
-7094.95,2719.98,2291.38
-7102.28,2736.17,2284.51
-7109.81,2752.39,2277.70
-7117.54,2768.63,2270.96
-7125.48,2784.90,2264.28
-7133.61,2801.20,2257.67
